id,name,gender,trading_style,instrument_type,ticker_or_contract,profit_example,profit_category
306,Cole Carter,Male,Futures Roll,Options,NVDA 2026-01-21 C 350,"$153,868.87",Monthly P&L
307,Allison Moore,Female,Algorithmic Trading,Stock,PYPL,"$-5,590.68",Absolute $
308,Kendall Patel,Non-binary,High Frequency Trading,Crypto,LTC,"$20,075.04",Weekly P&L
309,Jacob Reed,Male,Mean Reversion,Stock,INTC,1055.21%,Daily P&L
310,Jade Clark 450,Female,Options Spreads,Options,AAPL 2025-12-19 C 180,192.28%,Gross P&L
311,Sawyer Martin,Male,Quantitative Trading,Crypto,SHIB,"$197,675.15",After Fees
312,Ariana Cook,Female,Options Spreads,Futures,ETH-PERP,"$147,680.23",Return (%)
313,Ariana Kim,Female,Position Trading,Crypto,ETH,1280.96%,Return (%)
314,Ian Garcia 578,Male,Quantitative Trading,Futures,ETH-PERP,596.35%,Weekly P&L
315,Noah Gonzalez,Male,High Frequency Trading,Stock,ADBE,"$47,783.54",Weekly P&L
316,Margaret Cook,Female,Statistical Arbitrage,Stock,AAPL,"$53,993.86",Unrealized Profit
317,Bentley Jackson,Male,Futures Roll,Stock,UNH,994.34%,Return (%)
318,Isla Castillo,Female,Scalping,Crypto,DOT,"$152,546.48",Unrealized Profit
319,Ryan Chavez,Male,Mean Reversion,Stock,KO,1455.03%,Before Fees
320,Samuel Nelson,Male,High Frequency Trading,Crypto,LTC,1222.5%,Paper Gain
321,Skylar Gomez,Female,Algorithmic Trading,Stock,PYPL,"$57,388.21",Realized Profit
322,Eleanor Scott,Female,Scalping,Crypto,SHIB,"$149,875.59",Before Fees
323,Theodore Sanchez,Male,Statistical Arbitrage,Stock,JPM,"$109,777.15",Net of Taxes
324,Josiah Ramos,Male,Futures Roll,Stock,HD,1608.85%,Daily P&L
325,Serenity Ramos,Female,Trend Following,Stock,NVDA,"$26,345.00",Paper Gain
326,Sebastian Rogers,Male,Momentum Trading,Stock,PYPL,"$55,759.70",After Fees
327,Margaret Chavez,Female,Mean Reversion,Futures,NQ Dec25,"$-14,925.87",Return (%)
328,Samantha Miller,Female,Statistical Arbitrage,Options,AAPL 2025-12-19 C 180,"$153,803.99",Before Fees
329,Maya Evans,Female,Futures Roll,Crypto,MATIC,"$-29,332.34",Realized Profit
330,Nora Nguyen,Female,Pairs Trading,Stock,BRK.B,"$64,330.35",Daily P&L
331,Maya Peterson,Female,Position Trading,Crypto,XRP,"$85,776.55",Return (%)
332,Delilah Garcia,Female,Algorithmic Trading,Crypto,LTC,115.07%,Monthly P&L
333,Hannah Hill,Female,Futures Roll,Options,AAPL 2025-12-19 C 180,"$165,549.91",Unrealized Profit
334,Logan Jimenez,Male,News Trading,Options,TSLA 2025-10-17 P 250,1181.55%,Absolute $
335,Levi Clark,Male,News Trading,Options,AAPL 2025-12-19 C 180,"$99,214.42",Paper Gain
336,Miles Nguyen,Male,Position Trading,Stock,JPM,"$137,523.53",Absolute $
337,Ari Wood,Non-binary,Momentum Trading,Stock,ABNB,"$127,848.71",Monthly P&L
338,Rafael Gray,Male,Carry Trade,Stock,NVDA,687.86%,Unrealized Profit
339,Adeline Lopez,Female,Carry Trade,Stock,PFE,1742.37%,After Fees
340,Sage Howard,Non-binary,Scalping,Stock,MRNA,862.74%,Per Trade Profit
341,Harper Morgan,Female,Algorithmic Trading,Stock,MA,"$30,716.29",Gross P&L
342,Brayden Taylor,Male,Trend Following,Crypto,LTC,1500.73%,Realized Profit
343,Joel Collins,Male,Mean Reversion,Stock,SQ,"$-49,831.02",Absolute $
344,Steven Taylor,Male,Mean Reversion,Options,NVDA 2026-01-21 C 350,1740.85%,Unrealized Profit
345,Hazel Hernandez,Female,Mean Reversion,Stock,UBER,"$106,401.07",Daily P&L
346,Riley Diaz 673,Female,Day Trading,Stock,GOOGL,"$-30,515.32",Net of Taxes
347,Tristan Cruz,Male,Trend Following,Stock,NKE,1975.13%,Absolute $
348,Eliana Martinez,Female,Position Trading,Stock,AMZN,"$41,890.42",Gross P&L
349,Micah Long,Male,Scalping,Options,TSLA 2025-10-17 P 250,"$-47,881.31",Per Trade Profit
350,Asher Castillo,Male,Momentum Trading,Stock,PFE,1193.76%,After Fees
351,Emily Gonzalez,Female,Quantitative Trading,Stock,GOOGL,"$57,347.19",Weekly P&L
352,Mateo Chavez,Male,Pairs Trading,Stock,INTC,1350.0%,Monthly P&L
353,Stella Clark,Female,Algorithmic Trading,Crypto,LINK,520.64%,Realized Profit
354,Zoey Murphy,Female,Statistical Arbitrage,Stock,BRK.B,49.13%,Realized Profit
355,Sage Taylor,Non-binary,Options Spreads,Stock,PEP,"$120,735.51",Weekly P&L
356,Adeline Martinez,Female,Day Trading,Stock,AMZN,"$-40,043.28",Realized Profit
357,Kai Cook,Non-binary,Options Spreads,Stock,NKE,"$50,569.35",Per Trade Profit
358,Serenity Martin,Female,Scalping,Stock,V,$799.37,Weekly P&L
359,Theodore Gomez,Male,Scalping,Crypto,SHIB,"$59,371.51",Monthly P&L
360,Grayson Lopez,Male,Futures Roll,Futures,ES Dec25,15.56%,Per Trade Profit
361,Quinn Thompson,Female,Momentum Trading,Stock,NKE,244.05%,Return (%)
362,Rylee King,Female,Carry Trade,Stock,NVDA,147.92%,Realized Profit
363,Connor Wright,Male,Scalping,Crypto,BNB,"$77,695.47",Realized Profit
364,Alice Perez,Female,Position Trading,Stock,JPM,1315.65%,Unrealized Profit
365,Evan Smith 47,Male,High Frequency Trading,Options,AAPL 2025-12-19 C 180,"$40,994.12",Paper Gain
366,George Jones,Male,Options Spreads,Crypto,ATOM,"$12,065.80",Daily P&L
367,Kaden Martinez,Male,Swing Trading,Crypto,ETH,"$151,084.50",Realized Profit
368,Casey Reyes,Non-binary,Trend Following,Options,NVDA 2026-01-21 C 350,"$64,186.54",Return (%)
369,Ian Hill,Male,Futures Roll,Crypto,ADA,"$192,964.44",Weekly P&L
370,Reagan Cooper,Female,Momentum Trading,Crypto,ADA,"$52,509.03",Net P&L
371,Leilani Ruiz,Female,Day Trading,Options,NVDA 2026-01-21 C 350,690.18%,Daily P&L
372,Elizabeth Clark,Female,Options Spreads,Crypto,ADA,"$-35,026.23",Paper Gain
373,Emily Garcia,Female,Options Spreads,Futures,BTC-PERP,682.23%,Daily P&L
374,Ethan Cook,Male,Quantitative Trading,Stock,PEP,"$91,955.18",Absolute $
375,Sofia Walker,Female,Trend Following,Stock,ABNB,725.2%,Monthly P&L
376,Natalie Edwards,Female,Algorithmic Trading,Stock,AMZN,"$142,536.66",Unrealized Profit
377,David Edwards,Male,Position Trading,Stock,MA,"$191,158.68",Net P&L
378,Elena King,Female,Mean Reversion,Options,AAPL 2025-12-19 C 180,538.85%,Daily P&L
379,Charlotte Ramirez,Female,Momentum Trading,Options,NVDA 2026-01-21 C 350,"$12,054.70",Return (%)
380,Benjamin Gray,Male,Mean Reversion,Stock,PEP,"$51,098.06",After Fees
381,Cora Young,Female,Momentum Trading,Stock,GOOGL,"$-34,582.70",Weekly P&L
382,Morgan Sanchez,Non-binary,Scalping,Options,NVDA 2026-01-21 C 350,"$14,705.16",Monthly P&L
383,Henry Sanchez,Male,Momentum Trading,Futures,GC Dec25,"$161,818.86",Weekly P&L
384,James Reyes,Male,Options Spreads,Stock,SQ,729.5%,Realized Profit
385,Connor Thompson,Male,Mean Reversion,Stock,SQ,"$61,502.86",Paper Gain
386,Cole Ward,Male,Statistical Arbitrage,Stock,V,"$87,672.17",Realized Profit
387,Charles Moore,Male,High Frequency Trading,Stock,BABA,1584.55%,Weekly P&L
388,Isaiah Alvarez,Male,Statistical Arbitrage,Stock,INTC,"$91,412.78",Return (%)
389,Carter Brown,Male,Day Trading,Stock,BRK.B,1534.93%,Realized Profit
390,Caroline Ortiz,Female,High Frequency Trading,Stock,CRM,110.28%,Per Trade Profit
391,Luis Patel,Male,Quantitative Trading,Stock,BRK.B,"$159,805.56",Monthly P&L
392,Dylan Ramos,Male,News Trading,Stock,PFE,-40.77%,Daily P&L
393,Ian Reed,Male,Statistical Arbitrage,Stock,META,"$-6,110.81",Realized Profit
394,Jayden Cox,Male,Statistical Arbitrage,Stock,ADBE,"$179,474.05",Net P&L
395,Leah Alvarez,Female,Trend Following,Stock,KO,"$-13,072.00",Daily P&L
396,Rowan Ortiz,Non-binary,News Trading,Options,AAPL 2025-12-19 C 180,1290.49%,Net of Taxes
397,Joshua Adams,Male,Options Spreads,Stock,TSLA,1917.39%,Per Trade Profit
398,Miles Bailey,Male,News Trading,Crypto,ATOM,"$97,237.54",Paper Gain
399,Bentley Ruiz,Male,Day Trading,Stock,TSLA,1892.27%,Absolute $
400,Adeline Reed,Female,Trend Following,Stock,PYPL,1931.82%,Net P&L
401,Elizabeth Murphy,Female,Scalping,Stock,PFE,"$195,594.91",Paper Gain
402,Emily Price,Female,Trend Following,Crypto,DOGE,"$16,303.11",Net P&L
403,Aubrey Allen,Female,Swing Trading,Options,AAPL 2025-12-19 C 180,"$133,146.12",Paper Gain
404,Maya Carter,Female,Position Trading,Stock,PG,1556.33%,Net of Taxes
405,Eliza Lewis,Female,Swing Trading,Stock,AMZN,"$29,679.23",Unrealized Profit
406,David Carter,Male,Scalping,Stock,AMZN,"$196,319.03",After Fees
407,Skylar Wood,Female,Options Spreads,Stock,UBER,"$-24,685.55",Net P&L
408,Remy Hughes,Non-binary,Carry Trade,Crypto,ATOM,524.54%,Unrealized Profit
409,Brayden Peterson,Male,Swing Trading,Options,TSLA 2025-10-17 P 250,"$56,901.49",Gross P&L
410,Peyton Kim,Female,Day Trading,Stock,GOOGL,"$109,547.66",Unrealized Profit
411,Camila Flores,Female,Statistical Arbitrage,Options,MSFT 2025-11-21 P 300,456.51%,Per Trade Profit
412,Chloe Mitchell,Female,Mean Reversion,Options,NVDA 2026-01-21 C 350,"$15,823.99",After Fees
413,Rafael Wright,Male,Position Trading,Crypto,SOL,"$35,947.85",Before Fees
414,Harrison Ramos,Male,Quantitative Trading,Stock,MSFT,779.13%,Before Fees
415,Caroline Kelly,Female,Pairs Trading,Options,MSFT 2025-11-21 P 300,"$175,694.30",Daily P&L
416,Brayden Gutierrez,Male,Position Trading,Options,TSLA 2025-10-17 P 250,842.98%,Paper Gain
417,Jamie Taylor,Non-binary,Options Spreads,Stock,AMZN,"$155,641.01",Paper Gain
418,Lily Green,Female,Scalping,Futures,ES Dec25,"$49,338.75",Return (%)
419,Kennedy Collins 941,Female,Position Trading,Options,MSFT 2025-11-21 P 300,"$-12,950.06",Net of Taxes
420,Ella Wilson,Female,Pairs Trading,Crypto,ETH,1748.29%,Absolute $
421,Damian Morales,Male,Swing Trading,Crypto,LTC,"$50,743.49",Net of Taxes
422,Margaret Phillips,Female,Trend Following,Stock,UBER,3.51%,After Fees
423,River Williams,Non-binary,Pairs Trading,Stock,KO,"$160,711.64",Monthly P&L
424,Ella Robinson,Female,Futures Roll,Stock,PFE,573.82%,Daily P&L
425,Dominic Lopez,Male,Options Spreads,Stock,META,1494.94%,Monthly P&L
426,Lucas Rogers,Male,Pairs Trading,Options,AAPL 2025-12-19 C 180,747.11%,Weekly P&L
427,Alice Brown,Female,Algorithmic Trading,Stock,UBER,423.93%,After Fees
428,Thomas Price,Male,Futures Roll,Stock,HD,"$108,852.45",Unrealized Profit
429,Zoey Mitchell,Female,Mean Reversion,Stock,DIS,896.62%,Before Fees
430,Samuel King,Male,Scalping,Crypto,DOGE,"$46,641.42",Paper Gain
431,Willow Ramirez,Female,Algorithmic Trading,Options,TSLA 2025-10-17 P 250,"$52,376.80",Realized Profit
432,Adeline Mendoza,Female,Momentum Trading,Stock,SQ,1162.4%,Realized Profit
433,Jace Flores,Male,Carry Trade,Crypto,DOGE,"$44,118.86",Return (%)
434,Grace Reyes,Female,Quantitative Trading,Stock,ADBE,"$-48,163.11",Per Trade Profit
435,River Bailey,Non-binary,Pairs Trading,Crypto,XRP,"$-22,973.87",Unrealized Profit
436,Mateo Brooks,Male,Carry Trade,Stock,JPM,1899.59%,Per Trade Profit
437,Mateo Gutierrez,Male,Swing Trading,Crypto,ATOM,1584.96%,Net of Taxes
438,Andrew Mendoza,Male,Statistical Arbitrage,Stock,AAPL,444.8%,Absolute $
439,Eric Jones,Male,Algorithmic Trading,Crypto,XRP,"$128,342.32",Per Trade Profit
440,Caroline Bennett,Female,Mean Reversion,Stock,V,1740.64%,Paper Gain
441,Jonathan Taylor,Male,Mean Reversion,Crypto,DOGE,1789.14%,Per Trade Profit
442,Nathan Lewis,Male,Options Spreads,Crypto,BNB,595.77%,Gross P&L
443,Elena Thomas,Female,Scalping,Stock,ABNB,"$-1,364.05",Unrealized Profit
444,Audrey Ortiz,Female,Momentum Trading,Stock,MSFT,$74.15,Absolute $
445,Jules Jackson,Non-binary,Mean Reversion,Stock,NKE,923.92%,Per Trade Profit
446,Sage Brooks,Non-binary,Carry Trade,Stock,DIS,"$143,385.57",Net of Taxes
447,Anna Ross,Female,Options Spreads,Crypto,SOL,747.13%,After Fees
448,William Morgan,Male,Day Trading,Stock,HD,1489.38%,Before Fees
449,Blake Smith,Male,High Frequency Trading,Crypto,ADA,623.13%,Paper Gain
450,Elias Ramos,Male,Swing Trading,Stock,AMZN,"$22,706.95",Daily P&L
451,Ivy Baker,Female,Momentum Trading,Stock,ORCL,"$175,345.94",Return (%)
452,Penelope Phillips,Female,Momentum Trading,Stock,BRK.B,"$-44,521.68",Before Fees
453,Thomas Alvarez,Male,Quantitative Trading,Crypto,BTC,437.16%,Before Fees
454,Allison Miller,Female,Day Trading,Crypto,AVAX,"$-21,052.54",After Fees
455,Matthew Allen,Male,Algorithmic Trading,Stock,NVDA,1223.65%,Gross P&L
456,Ethan James,Male,Momentum Trading,Crypto,XRP,"$174,655.48",Before Fees
457,Luna Torres,Female,Statistical Arbitrage,Stock,GOOGL,$-62.65,Gross P&L
458,Madison Rivera,Female,Mean Reversion,Crypto,BNB,"$74,088.68",Net P&L
459,Eliana Nelson,Female,Scalping,Stock,AAPL,1653.99%,Per Trade Profit
460,Emily Jimenez,Female,Position Trading,Crypto,DOGE,1253.11%,After Fees
461,Kendall King,Non-binary,Mean Reversion,Stock,GOOGL,1689.72%,Return (%)
462,Natalie Diaz,Female,Swing Trading,Crypto,ETH,"$-15,401.39",Per Trade Profit
463,Nathan Cruz,Male,Scalping,Futures,CL Nov25,"$35,680.68",Unrealized Profit
464,Landon Wright,Male,Options Spreads,Options,MSFT 2025-11-21 P 300,1573.51%,Unrealized Profit
465,Brooks Davis,Male,Position Trading,Futures,NQ Dec25,"$97,687.58",Weekly P&L
466,Isla White,Female,News Trading,Crypto,SHIB,1711.41%,Monthly P&L
467,Sofia Morris,Female,Options Spreads,Futures,ES Dec25,"$-34,165.99",Per Trade Profit
468,Miles Gray,Male,High Frequency Trading,Crypto,DOGE,1306.67%,Return (%)
469,Margaret Hughes,Female,High Frequency Trading,Crypto,MATIC,"$115,927.66",Per Trade Profit
470,Rafael Bailey,Male,Day Trading,Options,AAPL 2025-12-19 C 180,229.55%,Monthly P&L
471,Maya Perez,Female,Trend Following,Stock,NFLX,"$192,536.26",Realized Profit
472,Cora Chavez,Female,High Frequency Trading,Stock,PEP,"$61,047.22",Net of Taxes
473,George Murphy,Male,Statistical Arbitrage,Stock,GOOGL,-62.68%,Absolute $
474,Marcus Peterson,Male,Pairs Trading,Stock,AMZN,1080.9%,Per Trade Profit
475,Leah Campbell,Female,Futures Roll,Options,TSLA 2025-10-17 P 250,"$141,854.10",Net of Taxes
476,Ariel Campbell,Female,Position Trading,Crypto,ETH,365.67%,Return (%)
477,Brandon Nguyen,Male,Position Trading,Crypto,DOT,"$-8,961.16",Paper Gain
478,Josephine Castillo,Female,Algorithmic Trading,Stock,JPM,"$182,554.06",Absolute $
479,Kaden Harris,Male,Options Spreads,Crypto,ETH,"$108,310.12",Per Trade Profit
480,Adeline Edwards,Female,Momentum Trading,Stock,CRM,-90.89%,Daily P&L
481,Eli Howard,Male,Mean Reversion,Stock,ADBE,264.67%,Monthly P&L
482,Charles James,Male,Trend Following,Crypto,ATOM,"$46,165.66",Net of Taxes
483,Reese Scott,Non-binary,Pairs Trading,Stock,UNH,"$-16,657.04",Absolute $
484,Josephine Rogers,Female,Trend Following,Stock,NKE,1864.58%,Per Trade Profit
485,John Richardson,Male,News Trading,Crypto,AVAX,178.61%,Daily P&L
486,Layla Cook,Female,Trend Following,Crypto,AVAX,1497.63%,Before Fees
487,Kinsley Bennett,Female,Pairs Trading,Crypto,AVAX,787.01%,Realized Profit
488,Sophia Carter,Female,Swing Trading,Stock,ORCL,"$137,546.25",Paper Gain
489,Hayden Jackson,Non-binary,Algorithmic Trading,Options,NVDA 2026-01-21 C 350,-32.16%,Monthly P&L
490,Serenity Gray,Female,High Frequency Trading,Crypto,TRX,1078.67%,Net P&L
491,Lydia Torres,Female,Quantitative Trading,Crypto,BTC,"$189,175.49",Per Trade Profit
492,Matthew Miller,Male,Algorithmic Trading,Stock,JPM,1539.94%,Monthly P&L
493,Luke Brooks,Male,News Trading,Crypto,AVAX,1047.89%,Net of Taxes
494,Brooks Harris,Male,Scalping,Stock,TSLA,"$-6,551.22",Before Fees
495,James Diaz,Male,Momentum Trading,Stock,JPM,"$161,503.55",Realized Profit
496,Miles Martin,Male,Trend Following,Stock,SQ,"$143,415.24",Per Trade Profit
497,Ariel Hill,Female,News Trading,Stock,CRM,"$126,920.39",Before Fees
498,Carter Gutierrez,Male,Mean Reversion,Stock,ADBE,"$84,258.99",Unrealized Profit
499,Jack James,Male,Pairs Trading,Stock,HD,"$138,163.92",Before Fees
500,Madelyn Long,Female,Position Trading,Futures,ES Dec25,835.9%,Per Trade Profit
501,Samantha Young,Female,Trend Following,Futures,ETH-PERP,"$149,051.65",Unrealized Profit
502,Ezekiel Castillo,Male,News Trading,Stock,SQ,"$77,183.90",After Fees
503,Damian Harris,Male,Position Trading,Stock,AMZN,"$189,069.05",Before Fees
504,Peyton Rodriguez,Female,Algorithmic Trading,Stock,BABA,790.84%,Unrealized Profit
505,Patrick Hughes,Male,Scalping,Options,MSFT 2025-11-21 P 300,222.88%,After Fees
506,Isabella Lopez,Female,Carry Trade,Stock,TSLA,"$93,740.57",Net P&L
507,Remy Roberts,Non-binary,Options Spreads,Stock,PG,"$47,375.47",Unrealized Profit
508,Sarah Castillo,Female,Swing Trading,Crypto,SHIB,52.44%,Before Fees
509,Joel Mendoza,Male,Pairs Trading,Stock,AMZN,819.12%,Absolute $
510,Sophia Stewart,Female,Momentum Trading,Stock,BRK.B,1573.22%,Monthly P&L
511,Leilani Jackson,Female,News Trading,Stock,UBER,-76.58%,Monthly P&L
512,Luna Garcia,Female,Quantitative Trading,Stock,PYPL,"$186,744.85",Gross P&L
513,Eric Castillo,Male,Momentum Trading,Stock,MA,"$5,196.99",Monthly P&L
514,Jacob White,Male,Swing Trading,Crypto,XRP,1857.98%,Before Fees
515,Cora Martinez,Female,Carry Trade,Stock,AMZN,"$131,397.31",After Fees
516,Emerson Taylor,Non-binary,Position Trading,Crypto,ADA,"$-32,547.78",Net P&L
517,Aaron Nelson,Male,Momentum Trading,Crypto,BNB,"$41,123.36",Return (%)
518,Blair Smith,Non-binary,High Frequency Trading,Stock,KO,1245.76%,Gross P&L
519,Avery Gray,Female,Statistical Arbitrage,Crypto,ATOM,"$39,685.40",Gross P&L
520,Elizabeth Thompson,Female,Carry Trade,Crypto,ETH,194.0%,Before Fees
521,Bentley Watson,Male,Day Trading,Stock,AMZN,1226.42%,Monthly P&L
522,Brooklyn Foster,Female,Swing Trading,Crypto,ATOM,"$85,867.33",Before Fees
523,Willow Martin,Female,Pairs Trading,Stock,BRK.B,"$75,280.79",Unrealized Profit
524,Elias Johnson,Male,Mean Reversion,Crypto,TRX,194.78%,Paper Gain
525,Ian James,Male,Statistical Arbitrage,Options,TSLA 2025-10-17 P 250,-15.12%,Weekly P&L
526,Harper King,Female,Algorithmic Trading,Stock,MSFT,"$147,865.11",Absolute $
527,Naomi Garcia,Female,Trend Following,Stock,BABA,"$192,110.35",Per Trade Profit
528,Quinn King,Female,Mean Reversion,Crypto,XRP,"$44,629.63",Net of Taxes
529,Evelyn Gutierrez,Female,High Frequency Trading,Stock,SQ,"$38,224.50",Monthly P&L
530,Giovanni Morris,Male,Momentum Trading,Options,AAPL 2025-12-19 C 180,"$7,497.69",Before Fees
531,Grace Martin,Female,Position Trading,Stock,HD,770.69%,Return (%)
532,Eliana Gray,Female,Mean Reversion,Stock,META,762.89%,Net P&L
533,Brayden Ramos,Male,Swing Trading,Stock,BABA,208.42%,Paper Gain
534,Carter Gutierrez 983,Male,Day Trading,Stock,CRM,1428.75%,Monthly P&L
535,Mason Ramirez,Male,Statistical Arbitrage,Stock,NFLX,"$157,590.89",Net of Taxes
536,Rowan Foster,Male,Carry Trade,Stock,ORCL,"$121,397.79",After Fees
537,Harper Robinson,Female,Position Trading,Stock,NVDA,"$80,677.84",Before Fees
538,Aria Cox,Female,Swing Trading,Stock,NFLX,1016.0%,Weekly P&L
539,Nolan James,Male,Day Trading,Stock,PYPL,1527.23%,Per Trade Profit
540,Hunter Mitchell,Male,High Frequency Trading,Options,MSFT 2025-11-21 P 300,912.46%,Weekly P&L
541,Ryder Patel,Male,Position Trading,Futures,ETH-PERP,"$13,629.51",Weekly P&L
542,George Hernandez,Male,Options Spreads,Stock,UBER,"$-48,632.64",Daily P&L
543,Kinsley Gutierrez,Female,Quantitative Trading,Stock,AAPL,1344.31%,Return (%)
544,Daniel Martin,Male,Carry Trade,Stock,CRM,"$84,026.22",Net of Taxes
545,Mateo Mendoza,Male,Options Spreads,Stock,META,"$89,390.67",Paper Gain
546,Marcus Morris,Male,News Trading,Stock,V,736.07%,Paper Gain
547,Ariel Thomas 767,Female,Mean Reversion,Stock,KO,"$77,085.89",Weekly P&L
548,Matthew Ward,Male,Swing Trading,Crypto,DOGE,"$191,142.56",Realized Profit
549,Mila Stewart,Female,Scalping,Futures,GC Dec25,"$5,442.56",Unrealized Profit
550,Rylee Roberts,Female,Pairs Trading,Futures,GC Dec25,1154.69%,Weekly P&L
551,Leilani Murphy,Female,Pairs Trading,Stock,META,"$145,989.86",Before Fees
552,Riley Ward,Female,News Trading,Stock,MSFT,"$-49,928.18",Paper Gain
553,Mateo Jimenez,Male,Quantitative Trading,Stock,ORCL,$77.60,Realized Profit
554,Harper Lopez,Female,News Trading,Crypto,DOGE,"$153,878.72",Net P&L
555,Victoria Collins,Female,Day Trading,Futures,BTC-PERP,"$51,783.66",Unrealized Profit
556,Valentina Nguyen,Female,Carry Trade,Stock,GOOGL,1607.61%,Net of Taxes
557,Ezra Carter,Male,High Frequency Trading,Crypto,SHIB,1918.6%,After Fees
558,Gabriella Brown,Female,Scalping,Stock,JPM,"$147,164.00",Net P&L
559,Riley Green,Female,Day Trading,Stock,HD,453.03%,Gross P&L
560,Blake Myers,Male,Mean Reversion,Options,AAPL 2025-12-19 C 180,"$38,384.48",Net of Taxes
561,Colton Mendoza,Male,Statistical Arbitrage,Futures,NQ Dec25,393.21%,Net P&L
562,Eleanor Robinson,Female,News Trading,Stock,BRK.B,"$-23,327.68",Unrealized Profit
563,Ariel Murphy,Female,Swing Trading,Crypto,SHIB,679.51%,Return (%)
564,Kinsley Scott,Female,Carry Trade,Stock,MRNA,"$137,542.35",Paper Gain
565,Emmett Diaz,Male,Swing Trading,Stock,INTC,"$48,429.23",Per Trade Profit
566,Naomi Thomas,Female,Trend Following,Crypto,LTC,-75.18%,Net P&L
567,Ethan Adams,Male,Carry Trade,Stock,ABNB,"$15,712.26",Gross P&L
568,Serenity Baker,Female,Options Spreads,Stock,NFLX,"$125,178.16",Return (%)
569,Hudson Scott,Male,Momentum Trading,Stock,CRM,1340.63%,Monthly P&L
570,Julian Walker,Male,Quantitative Trading,Crypto,TRX,"$150,009.36",Daily P&L
571,Alan Johnson,Male,Momentum Trading,Stock,NFLX,1683.72%,Before Fees
572,Natalie Morales,Female,Swing Trading,Stock,INTC,"$122,635.79",Realized Profit
573,Isaac Stewart,Male,Futures Roll,Options,AAPL 2025-12-19 C 180,445.52%,Return (%)
574,Hazel Hall,Female,News Trading,Stock,GOOGL,1922.54%,Net P&L
575,Ariana Wood,Female,Pairs Trading,Crypto,SHIB,"$118,298.21",After Fees
576,Genesis Hernandez,Female,Futures Roll,Stock,V,204.18%,Paper Gain
577,Leah Turner,Female,Quantitative Trading,Crypto,XRP,49.82%,Paper Gain
578,Andrew Green,Male,Carry Trade,Crypto,DOGE,730.46%,After Fees
579,Addison Myers,Female,Options Spreads,Crypto,LTC,"$163,552.96",Paper Gain
580,Ariel Allen,Female,Scalping,Futures,ETH-PERP,"$49,261.40",Unrealized Profit
581,Jonathan Peterson,Male,Quantitative Trading,Stock,MRNA,"$199,003.43",Unrealized Profit
